Relocated Date,Make,Color,Plate,State,Relocated From Address Number,Relocated From Street Direction,Relocated From Street Name,Relocated From Suffix,Relocated To Address Number,Relocated To Direction,Relocated To Street Name,Relocated To Suffix,Relocated Reason,Service Request Number,Relocated From X Coordinate,Relocated From Y Coordinate,Relocated From Latitude,Relocated From Longitude,Relocated From Location
07/06/2020 11:13:00 AM,Toyota,Cream,AH38623,Illinois,2046,N,KEDZIE,AVE,3230,W,MCLEAN,,Other,20-00047226,1154710.4057769,1913525.90301162,41.918533416,-87.707008536,"(41.91853341636968, -87.70700853642073)"
07/09/2020 08:30:00 AM,Nissan,Gray,BF24070,Illinois,5900,S,LAKE SHORE,DR,5800,S,COLUMBIA DR,,Broken Down,20-00048118,1190293.38690008,1866177.30276843,41.787819466,-87.577806215,"(41.78781946571681, -87.57780621456068)"
06/22/2020 08:52:00 AM,Dodge,Red,379451,,4938,S,CALUMET,AVE,359,E,50TH ST,,CDOT Street Resurfacing,20-00044461,1179267.99119001,1872350.95351771,41.805019282,-87.618043046,"(41.80501928207765, -87.61804304576579)"
07/06/2020 11:31:00 AM,Nissan,Silver,V961070,Illinois,2449,N,ALBANY,AVE,2430,N,ALBANY,,Other,20-00047233,1155021.85657138,1916061.68139031,41.92548555,-87.705796056,"(41.92548554974933, -87.70579605618273)"
07/13/2020 05:49:00 PM,Toyota,Silver,BR 55661,Illinois,5926,W,ADDISON,ST,5808,W,ADDISON STREET,,Water Management,20-00049089,1136221.39212875,1923330.99067499,41.9457901,-87.774704917,"(41.945790099886544, -87.7747049172813)"
07/15/2020 03:44:00 PM,Honda,Gray,RWV945,Illinois,1619,N,LAKE SHORE NB,DR,2416,N,CANNON,,Stalled,20-00049736,,,,,
07/15/2020 08:26:00 AM,Nissan,Blue,BB58520,Illinois,3006,W,MARQUETTE,RD,2939,W,66TH ST,,CDOT Street Resurfacing,20-00049513,1157471.75800711,1860053.96740762,41.771744577,-87.698315712,"(41.771744577158096, -87.69831571245143)"
07/15/2020 08:18:00 AM,Ford,Black,BB18788,Illinois,2950,W,MARQUETTE,RD,2949,W,66TH ST,,CDOT Street Resurfacing,20-00049507,1157778.1100227,1860063.01078667,41.771763181,-87.697192471,"(41.771763180909545, -87.697192471026)"
07/06/2020 11:56:00 AM,Pontiac,Black,Q935487,Illinois,3946,N,KENNETH,AVE,3902,N,KOSTNER,,Peoples Gas,20-00047237,1145850.03993269,1925857.06340808,41.952544203,-87.739248599,"(41.95254420325121, -87.73924859912032)"
06/22/2020 08:55:00 AM,Nissan,Black,AN19770,Illinois,1049,N,ST LOUIS,AVE,1050,N,DRAKE,,Other,20-00044465,1152849.01202499,1906769.67752955,41.900030818,-87.714026717,"(41.90003081807223, -87.71402671709295)"
06/22/2020 08:45:00 AM,Nissan,Black,CB48441,Illinois,3824,N,SAWYER,AVE,3901,N,SAWYER,,Other,20-00044457,1154041.03921392,1925245.73220356,41.950706914,-87.709154358,"(41.95070691365275, -87.70915435818016)"
06/15/2020 07:20:00 AM,Ford,Black,C943489,Illinois,9251,S,STONY ISLAND,AVE,9247,S,STONY ISLAND,,Broken Down,20-00043037,1188408.01229254,1843946.87907205,41.726862434,-87.585427619,"(41.72686243426214, -87.58542761910134)"
06/22/2020 08:59:00 AM,Dodge,White,S937466,Illinois,3857,N,SAWYER,AVE,3228,W,BYRON,,Other,20-00044463,1154035.04539353,1925466.93092133,41.951314018,-87.70917047,"(41.951314017904174, -87.70917046950737)"
06/22/2020 08:54:00 AM,Nissan,Black,HCT9061,North Carolina,4313,N,BERNARD,,4314,N,BERNARD,,Forestry,20-00044464,1152613.940292,1928452.43420992,41.959534727,-87.71431516,"(41.959534726544945, -87.71431515974375)"
06/15/2020 07:35:00 AM,Chevrolet,Silver,E379016,Illinois,9143,S,BLACKSTONE,AVE,9144,S,DANTE,,Other,20-00043038,1187711.44701197,1844644.32890318,41.72879289,-87.587957062,"(41.72879289009183, -87.58795706193392)"
06/16/2020 07:51:00 AM,Ford,Gray,BQ63889,Illinois,48,W,26TH,PL,2865,S,STATE,,CDOT 50/50 Sidewalk,20-00043395,1176333.42537778,1886911.19270268,41.845040318,-87.628367532,"(41.84504031773541, -87.62836753176391)"
06/16/2020 07:35:00 AM,Kia Motors Corp,Gray,E907352,Illinois,2537,W,HIRSCH,ST,2536,W,POTOMAC,,Other,20-00043398,1159135.52391675,1909220.71178384,41.906629805,-87.690868729,"(41.906629804587055, -87.69086872851454)"
06/16/2020 07:45:00 AM,Ford,Silver,BB86956,Illinois,5310,W,NORTH,AVE,1538,N,LOTUS,,CDOT Curb and Gutter,20-00043397,1140657.84999213,1910122.25792904,41.909463454,-87.758723179,"(41.90946345399055, -87.75872317947497)"
06/16/2020 07:52:00 AM,Ford,Green,V508827,Illinois,7121,S,BENNETT,AVE,7241,S,BENNETT,,CDOT Speed Humps,20-00043400,1189939.37509342,1858104.5684219,41.765675789,-87.57936372,"(41.76567578868836, -87.57936372033676)"
06/22/2020 08:44:00 AM,Ford,Gray,BZ95960,Illinois,6335,S,CALIFORNIA,AVE,6246,S,FAIRFIELD,,Water Management,20-00044460,1158801.18470215,1862510.82752269,41.778459517,-87.69337541,"(41.778459517282776, -87.6933754099898)"
06/27/2020 02:04:00 AM,Jeep,Gray,BE38829,Illinois,900,N,LAKE SHORE SB,DR,363,E,CHICAGO AV,,Accident,20-00045689,,,,,
06/18/2020 07:50:00 AM,Nissan,Purple,Q226784,Illinois,9208,S,UNIVERSITY,AVE,9205,S,ELLIS,,CDOT Street Resurfacing,20-00043927,1185486.38942767,1844156.41511343,41.727506585,-87.596123162,"(41.72750658475363, -87.59612316246562)"
07/09/2020 08:25:00 AM,Chevrolet,White,G382044,Illinois,4352,N,LAMON,AVE,4259,N,MILWAUKEE,,Other,20-00048115,1142921.08709228,1928580.3184754,41.96007226,-87.749947515,"(41.960072260284946, -87.74994751496997)"
07/13/2020 07:21:00 AM,Ford,Black,BC19856,Illinois,5538,W,ROSCOE,,5539,W,ROSCOE,,Forestry,20-00048694,1138838.69627231,1922057.10473261,41.942247218,-87.765115517,"(41.94224721818554, -87.7651155172871)"
07/20/2020 07:50:00 AM,Nissan,Red,Q459882,Illinois,2708,W,59TH,ST,5759,S,TALMAN,,Other,20-00050743,1159298.99367483,1865423.37811112,41.786441784,-87.691470695,"(41.786441783587954, -87.69147069549066)"
07/15/2020 05:09:00 AM,Hyundai,Silver,BQ93277,Illinois,645,S,LAKE SHORE SB,DR,1200,S,WABASH,,Stalled,20-00049751,,,,,
06/19/2020 08:54:00 AM,GMC,Black,AEG2082,Wisconsin,6406,N,PAULINA,ST,6430,N,PAULINA,,CDOT Street Resurfacing,20-00044158,1163938.910215,1942596.18721415,41.998113648,-87.672278317,"(41.998113648489216, -87.67227831709981)"
07/21/2020 10:15:00 AM,Chevrolet,Gray,BX51917,Illinois,7430,S,LAFAYETTE,AVE,7423,S,PERRY,,Other,20-00051503,1177125.95819335,1855708.21947111,41.75939855,-87.626400871,"(41.759398550430426, -87.6264008710311)"
06/10/2020 10:16:00 AM,Honda,Gray,GG13263,Illinois,2032,W,MONTROSE,AVE,2130,W,MONTROSE,,Other,20-00042294,1161859.85010428,1929215.49508999,41.961440292,-87.680301725,"(41.961440292360784, -87.68030172472537)"
07/08/2020 10:15:00 AM,Ford,White,BC83092,Illinois,932,S,OAKLEY,BLVD,831,S,WESTERN,,Forestry,20-00047906,1161194.87441314,1895827.61342552,41.869835429,-87.68367638,"(41.86983542926625, -87.68367638041508)"
06/10/2020 10:23:00 AM,Nissan,Silver,BZ95769,Illinois,1213,N,MAPLEWOOD,AVE,1319,N,ROCKWELL,,Other,20-00042295,1159183.15269189,1907979.07861961,41.903221684,-87.690727936,"(41.903221683625894, -87.69072793603698)"
06/22/2020 08:55:00 AM,Pontiac,White,BG84743,Illinois,5557,W,MONROE,ST,5532,W,MONROE,,Water Management,20-00044467,1139419.92640858,1899110.18987387,41.879267652,-87.763539491,"(41.879267651996535, -87.76353949058124)"
07/15/2020 06:04:00 PM,Chevrolet,Gray,YTPENT,Illinois,717,S,LAKE SHORE NB,DR,360,E,BALBO,,Accident,20-00049758,,,,,
07/08/2020 10:11:00 AM,Ford,White,BB57211,Illinois,606,S,CANAL,ST,350,E,LOWER WACKER,,Broken Down,20-00047894,1173218.39112105,1897568.54326838,41.874354474,-87.639483137,"(41.87435447445881, -87.63948313714715)"
06/22/2020 08:55:00 AM,Ford,Blue,N578654,Illinois,4253,W,LAWRENCE,AVE,4639,N,KEYSTONE,,Peoples Gas,20-00044466,1147071.45443373,1931559.44960272,41.96816867,-87.734612125,"(41.968168670295945, -87.73461212485532)"
06/12/2020 08:30:00 AM,Mitsubishi,Silver,ZZ64772,Illinois,520,W,SURF,ST,167,W,DIVERSEY,,Mayor's Office of Special Events,20-00042717,1172260.05998668,1919401.7801998,41.934287269,-87.64235597,"(41.934287269275515, -87.6423559701568)"
06/25/2020 08:55:00 AM,Chevrolet,White,BW55761,Illinois,4479,W,LAWRENCE,AVE,4625,N,KILPATRICK,,CDOT Street Resurfacing,20-00045309,1145561.61716839,1931526.74242503,41.968107738,-87.740164588,"(41.96810773762195, -87.74016458807667)"
06/23/2020 12:45:00 PM,Dodge,Red,Y887155,Illinois,2812,N,OGDEN AV,ER,2812,W,OGDEN,,Accident,20-00044945,,,,,
06/11/2020 10:30:00 AM,Toyota,Gray,Q394538,Illinois,642,W,OAKDALE,AVE,141,W,DIVERSEY,,CDOT Street Resurfacing,20-00042526,1171411.80033385,1919861.02999588,41.935566188,-87.645459748,"(41.93556618765214, -87.64545974752056)"
06/23/2020 12:43:00 PM,Honda,Red,MEOWWBU,Illinois,2826,W,OGDEN,,2814,W,OGDEN,,Accident,20-00044951,,,,,
06/11/2020 10:33:00 AM,Honda,Silver,2971948,Illinois,3154,W,POLK,ST,3125,W,POLK,,CDOT Street Resurfacing,20-00042534,1155462.73527787,1896198.19531811,41.870969461,-87.704710848,"(41.87096946125253, -87.70471084762417)"
06/11/2020 10:15:00 AM,Ford,Red,P977479,Illinois,427,W,SURF,ST,1113,W,WEBSTER,,CDOT Curb and Gutter,20-00042520,1172927.61342611,1919424.49880032,41.93433482,-87.639902066,"(41.934334820060535, -87.63990206577603)"
07/17/2020 07:32:00 AM,Mitsubishi,Gray,976RIE,Indiana,2956,E,LSD WACKER DR,XR,4208,S,COTTAGE GROVE,,Broken Down,20-00050180,,,,,
06/23/2020 12:57:00 PM,Kia Motors Corp,Blue,S745495,Illinois,2826,W,OGDEN,,2812,W,OGDEN,,Accident,20-00044955,,,,,
06/19/2020 08:55:00 AM,Chevrolet,Gray,286V656,Illinois,404,N,MAY,ST,401,N,MAY,,Peoples Gas,20-00044167,1168748.53280446,1902901.85307271,41.889087445,-87.655739743,"(41.889087444781964, -87.65573974347991)"
06/19/2020 08:59:00 AM,Nissan,Gray,Q294051,Illinois,7525,S,KINGSTON,AVE,7711,S,KINGSTON,,Forestry,20-00044159,1194501.36992898,1855557.60198877,41.758575775,-87.562726463,"(41.75857577523833, -87.56272646333537)"
06/25/2020 08:59:00 AM,Nissan,Gray,E360882,Illinois,4728,S,PRAIRIE,AVE,4750,S,PRAIRIE,,Other,20-00045314,1178837.88860221,1873732.90446794,41.808821288,-87.619578373,"(41.808821288023374, -87.61957837341342)"
06/25/2020 10:59:00 AM,Ford,Gray,BL62288,Illinois,1414,N,DAMEN,,1230,N,HOYNE,,Other,20-00045365,1162806.04318021,1909492.48820649,41.907299349,-87.677377811,"(41.90729934889209, -87.67737781092787)"
06/25/2020 10:45:00 AM,Chrysler,Blue,BB83401,Illinois,200,S,LAKE SHORE,DR,400,E,MONROE,,Broken Down,20-00045366,,,,,
06/19/2020 04:40:00 PM,Buick,Silver,AV90456,Illinois,6346,S,FAIRFIELD,AVE,6341,S,FAIRFIELD,,Water Management,20-00044254,1159135.17707948,1862439.03838402,41.77825569,-87.692152928,"(41.77825569043833, -87.69215292817078)"
06/19/2020 07:30:00 PM,Nissan,White,AM 62171,Illinois,1600,E,67TH,STREET,1554,E,67TH STREET,,Accident,20-00044270,,,,,
06/20/2020 01:50:00 AM,Hyundai,Black,BK32258,Illinois,733,N,LAKE SHORE NB,DR,300,E,LOWER WACKER,,Accident,20-00044276,,,,,
07/01/2020 09:29:00 AM,Ford,Blue,316V642,Illinois,6636,S,VERNON,AVE,6652,S,VERNON,,Peoples Gas,20-00046484,1180387.93588604,1861110.08100663,41.774147637,-87.614280406,"(41.77414763734163, -87.61428040602411)"
07/13/2020 05:42:00 PM,Kia Motors Corp,Brown,CB51943,Illinois,403,E,RANDOLPH,ST,324,E,LOWER WACKER DRIVE,,Accident,20-00049083,1179255.21477782,1901328.26107774,41.884535283,-87.617203717,"(41.88453528323029, -87.61720371691652)"
06/18/2020 07:49:00 AM,Chevrolet,Silver,BC81018,Illinois,936,N,ST LOUIS,AVE,1007,N,ST LOUIS,,Peoples Gas,20-00043926,1152873.44432377,1906018.6199073,41.89796936,-87.713956892,"(41.89796935976657, -87.71395689242509)"
07/22/2020 08:34:00 AM,Chevrolet,Red,ZV49893,Illinois,853,W,31ST,ST,2957,S,POPULAR,,Peoples Gas,20-00051777,1170943.2881825,1884308.94267822,41.838019226,-87.64822468,"(41.838019225544976, -87.64822467971706)"
07/15/2020 04:44:00 AM,Nissan,Silver,CA91040,Illinois,4722,E,LSD WACKER DR,XR,5100,S,HYDE PARK,,Stalled,20-00049746,,,,,
06/27/2020 06:50:00 AM,Lincoln,Tan,BE19497,Illinois,3900,S,LASALLE,,3912,S,FEDERAL,,Broken Down,20-00045695,1176329.04012608,1879128.8479144,41.823685042,-87.62861793,"(41.82368504222415, -87.62861793044672)"
07/13/2020 05:26:00 PM,GMC,White,0217IS,Illinois,142,W,87TH,ST,130,W,87TH STREET,,Accident,20-00049087,1176834.90711712,1847256.73627219,41.736213219,-87.627721565,"(41.73621321932656, -87.627721565117)"
06/22/2020 09:09:00 AM,Chevrolet,White,594619,Illinois,5042,S,CALUMET,AVE,339,E,51 ST,,CDOT Street Resurfacing,20-00044475,1179287.33043396,1871660.74440103,41.803124846,-87.617993186,"(41.8031248458762, -87.61799318633379)"
07/09/2020 08:45:00 AM,Ford,Gray,746SSB,Wisconsin,4337,N,LAMON,AVE,4451,N,LAMON,,Other,20-00048133,1142923.78709228,1928507.8184754,41.959873264,-87.749939403,"(41.95987326368229, -87.74993940306977)"
07/09/2020 08:54:00 AM,Pontiac,Green,BH17636,Illinois,914,S,ABERDEEN,ST,930,S,ABERDEEN,,Other,20-00048134,1169207.70997641,1896134.49002045,41.870507346,-87.654250118,"(41.8705073457775, -87.65425011848721)"
06/18/2020 07:30:00 AM,Toyota,Black,WXW833,Indiana,339,W,SCHILLER,ST,323,E,LOWER WACKER,,Other,20-00043897,1173599.73991226,1909692.08191344,41.907613701,-87.637722154,"(41.90761370061228, -87.63772215380571)"
06/18/2020 07:52:00 AM,Volvo,White,BF94116,Illinois,5125,W,SCHOOL,,5116,W,SCHOOL,,Forestry,20-00043932,1141616.97952101,1921456.89648621,41.940549198,-87.754918835,"(41.94054919812618, -87.75491883460207)"
06/19/2020 08:56:00 AM,Honda,Gray,GPW7868,Ohio,2115,S,SPAULDING,AVE,1005,W,RANDOLPH,,Other,20-00044160,1154687.79152565,1889712.42821476,41.853187338,-87.70772947,"(41.85318733758032, -87.70772946985284)"
06/12/2020 08:40:00 AM,Lincoln,Gray,8040563,Illinois,3708,N,PAULINA,ST,3645,N,PAULINA,,CDOT Curb and Gutter,20-00042723,1164331.26560174,1924675.19736925,41.948929462,-87.671344411,"(41.948929462101994, -87.67134441081518)"
07/13/2020 06:10:00 PM,Dodge,Black,N/A,Not Available,5950,W,ADDISON,ST,5840,W,ADDISON STREET,,Water Management,20-00049094,1136395.59212875,1923334.59067499,41.945796861,-87.774064522,"(41.945796861450354, -87.77406452230595)"
06/19/2020 09:04:00 AM,Honda,Red,BD23042,Illinois,6407,N,HERMITAGE,AVE,6431,N,RAVENWOOD,,CDOT Street Resurfacing,20-00044162,1163588.6942851,1942588.74546716,41.99810064,-87.67356685,"(41.998100640045806, -87.67356684987593)"
06/27/2020 08:35:00 AM,GMC,Gray,AW72788,Illinois,3016,W,25TH,ST,3004,W,25TH ST.,,Other,20-00045699,,,,,
06/12/2020 08:50:00 AM,Bmw,Black,AT53393,Illinois,5502,S,HAMLIN,AVE,3752,W,56TH ST.,,Water Management,20-00042727,1151975.71833215,1867838.57739323,41.793216339,-87.718258511,"(41.79321633879582, -87.7182585107792)"
06/12/2020 08:51:00 AM,Ford,Black,ZY83493,Illinois,608,W,SURF,ST,172,W,DIVERSEY DR,,CDOT Street Resurfacing,20-00042726,1171699.21172231,1919610.41007879,41.934872144,-87.644410903,"(41.93487214351856, -87.64441090282101)"
06/19/2020 09:12:00 AM,Nissan,Copper,BB91847,,2010,N,KOSTNER,AVE,4544,W,ARMITAGE,,Other,20-00044163,1146731.37770601,1913042.06293018,41.917361876,-87.736336779,"(41.91736187602852, -87.73633677926382)"
06/19/2020 09:24:00 AM,Chevrolet,Black,BW36324,Illinois,4829,N,ELSTON,AVE,4920,N,KOSTNER,,CDOT Street Resurfacing,20-00044168,1145338.24010615,1931710.54022848,41.968616334,-87.740981267,"(41.968616333660975, -87.74098126651558)"
06/10/2020 10:34:00 AM,Ford,Gray,AR37841,Illinois,1864,S,CENTRAL PARK,AVE,1903,S,MILLARD,,CDOT Street Resurfacing,20-00042302,1152673.56051982,1890459.54576951,41.855277548,-87.715102685,"(41.8552775481267, -87.71510268476636)"
06/19/2020 09:30:00 AM,Honda,White,AY95078,Illinois,6419,N,BELL,AVE,6340,N,BELL,,Forestry,20-00044173,1160143.98462385,1942577.4410806,41.998141753,-87.686239067,"(41.99814175317629, -87.68623906702994)"
06/10/2020 10:26:00 AM,Subaru,Red,BH84251,Illinois,2028,W,MONTROSE,AVE,2128,W,MONTROSE,,Other,20-00042301,1161905.45010428,1929216.69508999,41.961442631,-87.680134041,"(41.961442631480985, -87.68013404063925)"
06/16/2020 08:28:00 AM,Chevrolet,Blue,CC26809,Illinois,9436,S,WENTWORTH,AVE,165,W,94TH ST,,Other,20-00043424,1176608.6252688,1842382.34548521,41.722842345,-87.628696769,"(41.72284234525007, -87.62869676942357)"
06/19/2020 11:00:00 AM,Mazda,Black,BP42931,Illinois,239,W,MENOMONEE,ST,1317,N,CLYBOURN,,Other,20-00044213,1174127.2973723,1912307.21170505,41.914777984,-87.635706077,"(41.91477798385555, -87.63570607718403)"
06/20/2020 02:00:00 AM,Toyota,Red,BK11612,Illinois,813,N,LAKE SHORE NB,DR,319,E,LOWER WACKER DRIVE,,Accident,20-00044277,,,,,
06/10/2020 10:45:00 AM,Chevrolet,Beige,BV98295,Illinois,5735,S,HOYNE,AVE,5715,S,HOYNE,,Forestry,20-00042308,1163341.48839756,1866604.50569409,41.789599181,-87.676615687,"(41.789599181234635, -87.67661568728847)"
06/10/2020 10:40:00 AM,Toyota,Silver,DL2D184,Texas,5,S,STATE,ST,1718,W,BERTEAU,,CDOT Street Resurfacing,20-00042307,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
07/09/2020 08:30:00 AM,Chevrolet,White,6AE6621,Maryland,5519,S,HYDE PARK,BLVD,5491,S,KIMBARK,,Other,20-00048119,1188597.43401454,1868735.74559473,41.794880748,-87.58394271,"(41.79488074771923, -87.58394270996268)"
07/09/2020 08:49:00 AM,Acura,Silver,BX87793,Illinois,5,S,STATE,ST,6423,N,LEAVITT,,CDOT Street Resurfacing,20-00048127,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
06/12/2020 08:52:00 AM,Jeep,White,UZC7624,Virginia,510,W,SURF,,120,W,DIVERSEY,,Mayor's Office of Special Events,20-00042725,,,,,
07/22/2020 08:30:00 AM,Ford,Beige,BX78850,Illinois,6923,N,SHERIDAN,RD,7019,N,ASHLAND,,Other,20-00051792,1166840.04289358,1946008.52357474,42.007415206,-87.661507586,"(42.0074152059087, -87.66150758613193)"
06/27/2020 03:00:00 AM,Toyota,White,780U333,Illinois,1104,N,LAKE SHORE SB,DR,338,E,CHESTNUT,,Accident,20-00045691,,,,,
06/27/2020 08:47:00 AM,Honda,Red,AW16218,Illinois,3014,W,25TH,ST,3008,W,25TH ST.,,Other,20-00045701,1156608.18677899,1887248.66620366,41.846387887,-87.70074755,"(41.8463878869479, -87.70074755047581)"
07/06/2020 12:25:00 PM,Fiat,Red,CA34669,Illinois,723,W,ALDINE,AVE,723,W,MELROSE,,Peoples Gas,20-00047289,1170822.35407923,1922136.65197196,41.941823545,-87.647559081,"(41.94182354478364, -87.6475590809886)"
07/13/2020 06:48:00 PM,Volkswagen,Green,NONE,Illinois,2100,S,SB OUTER LAKESHORE,DR,323,E,WACKER,,Broken Down,20-00049099,,,,,
07/06/2020 12:29:00 PM,Nissan,Black,Q435247,Illinois,2455,N,LOTUS,AVE,2448,N,LOTUS,,Other,20-00047292,1139637.58730618,1915792.02266976,41.925040615,-87.762332558,"(41.92504061483104, -87.76233255785836)"
07/06/2020 12:30:00 PM,Toyota,Gray,FP111471,Illinois,360,N,COLUMBUS,DR,323,E,WACKER,,Other,20-00047285,1178309.32809411,1902649.33368375,41.88818198,-87.620636805,"(41.888181980186104, -87.62063680469086)"
07/09/2020 11:48:00 AM,Mazda,White,KBX5967,Texas,1010,N,MILWAUKEE,AVE,1132,N,MILWAUKEE,,Other,20-00048200,1167148.50158906,1906928.20177041,41.900170547,-87.661499882,"(41.900170547497886, -87.66149988184692)"
07/08/2020 10:03:00 AM,Hyundai,Gray,BA47581,Illinois,4073,N,BROADWAY,,4260,N,BROADWAY,,Other,20-00047901,1169656.48469454,1927421.99226861,41.956352235,-87.651689617,"(41.9563522345521, -87.65168961733647)"
06/27/2020 08:47:00 AM,Honda,Gray,BZ57646,Illinois,3257,W,POTOMAC,AVE,3403,W,IOWA,,Other,20-00045700,1154408.03339262,1908464.22703162,41.904649791,-87.708255015,"(41.904649791281685, -87.70825501459855)"
07/08/2020 10:19:00 AM,Volkswagen,Black,CC44060,Illinois,3918,W,BELDEN,AVE,2248,N,SPRINGFIELD,,CDOT Curb and Gutter,20-00047904,1149794.73992993,1914999.74450446,41.922674866,-87.72503082,"(41.922674865965426, -87.72503082009845)"
06/11/2020 10:17:00 AM,Nissan,Silver,BL12027,Illinois,640,W,OAKDALE,AVE,141,W,DIVERSEY,,CDOT Street Resurfacing,20-00042529,1171427.40033385,1919861.52999588,41.935567216,-87.645402402,"(41.93556721618736, -87.64540240226836)"
06/27/2020 09:04:00 AM,Chevrolet,Black,BK13834,Illinois,2457,S,TROY,ST,3018,W,25TH ST.,,Other,20-00045704,1155751.42091113,1887507.50952161,41.847115458,-87.70388489,"(41.84711545778967, -87.70388489035884)"
06/16/2020 08:17:00 AM,Toyota,Black,AR79637,Illinois,1330,N,RIDGEWAY,AVE,3717,W,HIRSCH,,CDOT Street Resurfacing,20-00043401,1151130.14999249,1908595.55026574,41.905075067,-87.720292254,"(41.90507506695267, -87.72029225351977)"
06/12/2020 08:52:00 AM,Acura,Gray,BYT8912,Illinois,4944,W,AUGUSTA,BLVD,5006,W,AUGUSTA,,Water Management,20-00042724,1143214.31060257,1906197.18290267,41.898645231,-87.749429885,"(41.89864523105754, -87.74942988487831)"
06/16/2020 08:24:00 AM,Ford,White,KN69Y,Illinois,7720,S,ABERDEEN,ST,1104,W,77TH ST.,,CDOT Street Resurfacing,20-00043402,1170321.31340795,1853615.70206963,41.753807152,-87.651400435,"(41.75380715220643, -87.65140043489468)"
06/11/2020 10:30:00 AM,Chevrolet,Black,Q776986,Illinois,630,W,OAKDALE,AVE,141,W,DIVERSEY,,CDOT 50/50 Sidewalk,20-00042523,1171505.80033385,1919864.02999588,41.93557235,-87.645114206,"(41.93557234962223, -87.64511420597242)"
07/01/2020 10:00:00 AM,Nissan,Silver,BP33887,Illinois,2714,S,STATE,ST,2811,S,STATE,,Forestry,20-00046492,1176785.67370742,1886605.39008591,41.844190974,-87.626717089,"(41.84419097389417, -87.62671708938363)"
06/09/2020 12:10:00 PM,Volkswagen,White,Q575034,Illinois,1540,W,THOMAS,ST,2302,W,THOMAS,,CDOT Street Resurfacing,20-00042096,1165730.517825,1907415.2357,41.901537356,-87.66669426,"(41.90153735598651, -87.66669425993132)"
07/08/2020 10:24:00 AM,Subaru,Blue,N23 4420,Illinois,6404,N,PAULINA,,6558,N,RIDGE,,Other,20-00047907,1163939.110215,1942587.88721415,41.998090869,-87.672277817,"(41.998090868834744, -87.67227781708976)"
07/08/2020 10:15:00 AM,Honda,Black,AM99895,Illinois,5,S,STATE,ST,5638,S,KILBOURN,,Peoples Gas,20-00047903,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
06/18/2020 08:05:00 AM,Chevrolet,Silver,S153368,Illinois,948,N,ST LOUIS,AVE,3522,W,AUGUSTA,,Peoples Gas,20-00043934,1152870.74432377,1906099.2199073,41.898190587,-87.713964672,"(41.898190587436254, -87.71396467214078)"
06/18/2020 07:40:00 AM,Jeep,Gray,BK13493,Illinois,332,W,SCHILLER,ST,332,E,LOWER WACKER,,Other,20-00043933,1173623.83991226,1909692.78191344,41.907615085,-87.637633603,"(41.9076150851149, -87.63763360345772)"
07/13/2020 07:29:00 AM,Honda,Blue,HEIR12,Illinois,2837,S,NORMAL,AVE,2837,S,NORMAL,,Other,20-00048698,1173203.45056579,1886001.62671485,41.842614323,-87.639880993,"(41.84261432287776, -87.63988099268644)"
07/13/2020 09:21:00 PM,Ford,Silver,BF48048,Illinois,1515,S,LAKE SHORE SB,DR,1100,S,COLUMBUS,,Broken Down,20-00049123,,,,,
07/13/2020 07:28:00 AM,Chrysler,Red,CF41269,Illinois,3549,N,LAKE SHORE SB,DR,3550,N,RECREATION,,Stalled,20-00049111,,,,,
07/13/2020 09:09:00 PM,Honda,Red,Q471194,Illinois,304,E,LSD WACKER DR,XR,324,E,LOWER WACKER DRIVE,,Stalled,20-00049124,,,,,
07/14/2020 01:12:00 AM,Volkswagen,Black,BW37616,Illinois,2940,S,LAKE SHORE SB,DR,3037,S,MOE DR,,Broken Down,20-00049128,,,,,
06/22/2020 09:17:00 AM,Honda,Green,N491158,Illinois,4831,N,KEDVALE,AVE,4510,N,KEYSTONE,,Peoples Gas,20-00044480,1147848.92762532,1931783.19509387,41.9687677,-87.731747604,"(41.96876769964665, -87.73174760352208)"
06/22/2020 09:19:00 AM,Ford,Gray,AR90392,Illinois,3912,N,SPAULDING,AVE,3855,N,CHRISTIANA,,Other,20-00044470,1153692.35399246,1925820.53958507,41.952291186,-87.71042075,"(41.95229118597983, -87.71042075015315)"
06/22/2020 09:15:00 AM,Volkswagen,White,BROKR8,Illinois,541,N,WELLS,ST,540,N,WELLS,,Other,20-00044479,1174640.67886782,1903906.67559026,41.891715019,-87.634071571,"(41.891715019341866, -87.63407157087717)"
06/24/2020 08:40:00 AM,Ford,Gray,Z450658,Illinois,3032,W,WASHINGTON,BLVD,3055,W,WASHINGTON,,Peoples Gas,20-00045088,1156155.97421991,1900528.50018945,41.882838293,-87.702048776,"(41.88283829349879, -87.70204877554038)"
06/22/2020 09:15:00 AM,Honda,Gold,BY69447,Illinois,5559,W,MONROE,ST,5561,W,MONROE,,Water Management,20-00044483,1139403.22640858,1899109.78987387,41.879266859,-87.763600821,"(41.8792668585728, -87.76360082086758)"
07/15/2020 11:37:00 PM,Lexus,Black,9037015,Illinois,1100,N,LSD,,300,E,LOWER WACKER,,Accident,20-00049780,,,,,
