Relocated Date,Make,Color,Plate,State,Relocated From Address Number,Relocated From Street Direction,Relocated From Street Name,Relocated From Suffix,Relocated To Address Number,Relocated To Direction,Relocated To Street Name,Relocated To Suffix,Relocated Reason,Service Request Number,Relocated From X Coordinate,Relocated From Y Coordinate,Relocated From Latitude,Relocated From Longitude,Relocated From Location
06/10/2020 12:25:00 AM,Honda,Gray,BU9 0822,Illinois,936,N,LAKE SHORE SB,DR,323,E,LOWER WACKER DRIVE,,Broken Down,20-00042181,,,,,
06/10/2020 02:40:00 AM,Kia Motors Corp,Gray,MI. ECL1124,Michigan,1801,S,WABASH,,8700,S,STATE,,Accident,20-00042183,,,,,
06/18/2020 09:47:00 PM,Chevrolet,Black,BW25004,Illinois,900,N,SB OUTER LAKE SHORE,DRIVE,376,E,CHICAGO  AVENUE,,Broken Down,20-00044084,,,,,
06/19/2020 12:10:00 AM,Dodge,Red,JBGZ87,Florida,5346,S,LAKE SHORE SB,DR,1956,E,SCIENCE DRIVE,,Accident,20-00044085,,,,,
06/02/2020 12:22:00 PM,Lincoln,Black,197V529,Illinois,1040,W,FULLERTON,AVE,1110,N,FULLERTON,,Other,20-00040474,1168846.93987011,1916118.78370773,41.925353365,-87.654994515,"(41.92535336538783, -87.65499451549606)"
06/08/2020 06:25:00 AM,Honda,Gray,AZ38858,Illinois,5640,W,SCHUBERT,AVE,5635,W,SCHUBERT,,Forestry,20-00041583,1138200.62032115,1917382.97318341,41.929432493,-87.76757414,"(41.92943249296455, -87.76757413981716)"
06/08/2020 06:40:00 AM,Ford,Gray,BA68962,Illinois,2653,N,MAJOR,,2649,N,MAJOR,,Forestry,20-00041584,1137928.16357055,1917066.89318953,41.928570064,-87.768583005,"(41.92857006401382, -87.76858300529469)"
06/20/2020 04:11:00 AM,Toyota,Red,E22 7551,Illinois,615,E,PERSHING,ROAD,611,E,PERSHING ROAD,,Accident,20-00044336,1180802.60931018,1879242.58908389,41.823895294,-87.612202669,"(41.82389529410148, -87.61220266861422)"
06/10/2020 12:01:00 AM,Chevrolet,Silver,AK47894,Illinois,1023,N,LAKE SHORE NB,DR,1601,N,LAKE SHORE DRIVE LOT,,Accident,20-00042180,,,,,
06/04/2020 08:21:00 AM,Volkswagen,Black,V110558,Illinois,5519,W,QUINCY,ST,5503,W,QUINCY,,CDOT Speed Humps,20-00041049,1139759.82271478,1898457.79548097,41.877471198,-87.762307367,"(41.87747119781341, -87.76230736741468)"
06/20/2020 04:54:00 PM,Pontiac,Tan,CC38188,Illinois,5836,S,SB LAKESHORE,DR,302,E,LOWER WACKER DR,,Broken Down,20-00044338,1190079.09667558,1866715.47007868,41.7893014,-87.578574593,"(41.78930139976653, -87.57857459333474)"
07/15/2020 11:27:00 AM,Mazda,Black,V231329,Illinois,219,S,DESPLAINES,ST,350,E,LOWER WACKER,,Other,20-00049670,1171966.88171507,1899176.14999579,41.878793527,-87.644030678,"(41.87879352715063, -87.64403067847259)"
06/11/2020 11:41:00 AM,Toyota,Tan,P676559,Illinois,611,W,OAKDALE,,141,W,DIVERSEY,,CDOT Street Resurfacing,20-00042563,1171654.80033385,1919868.92999588,41.935582512,-87.644566481,"(41.935582511878735, -87.64456648147926)"
07/15/2020 11:55:00 AM,Mazda,Silver,CA74030,Illinois,2345,E,68TH,ST,2205,E,70TH ST.,,Water Management,20-00049687,1192978.74949506,1860333.34411666,41.771718066,-87.568150943,"(41.77171806570625, -87.56815094263811)"
06/17/2020 09:50:00 AM,Toyota,Blue,BD23481,Illinois,5,S,STATE,ST,3921,N,SPAULDING,,Other,20-00043705,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
07/09/2020 01:38:00 AM,Volkswagen,White,BW95858,Illinois,354,E,RIVER,DR,340,N,WACKER,,Accident,20-00048042,1178935.35372835,1902952.60838787,41.88899989,-87.618328574,"(41.88899988964017, -87.61832857392179)"
06/17/2020 09:58:00 AM,Volkswagen,Black,AU3167,Illinois,1611,W,HADDON,AVE,1039,N,HERMITAGE,,CDOT Street Resurfacing,20-00043706,1165406.99308715,1907680.43006704,41.90227196,-87.667875042,"(41.90227196048013, -87.66787504171106)"
06/17/2020 09:45:00 AM,Pontiac,Green,AK54241,Illinois,720,N,AUSTIN,BLVD,5704,W,HURON,,CDOT Street Resurfacing,20-00043701,1136242.03163203,1904237.52611769,41.893395044,-87.775085906,"(41.89339504408799, -87.77508590596005)"
06/10/2020 06:45:00 AM,Dodge,Gray,AW64607,Illinois,3919,N,PAGE,AVE,3908,N,PAGE,,Forestry,20-00042186,1121694.35241481,1925062.97526918,41.950790272,-87.828064913,"(41.950790272242095, -87.82806491316323)"
06/17/2020 09:54:00 AM,Audi,Blue,BY54584,Illinois,2368,E,70TH,ST,2208,E,70TH ST,,Other,20-00043703,1193197.38272448,1859005.15030758,41.768068064,-87.567392878,"(41.76806806443373, -87.56739287842213)"
06/08/2020 07:59:00 AM,Chevrolet,Red,BA59882,Illinois,1720,S,WOLCOTT,AVE,1841,W,16TH ST,,Other,20-00041594,1163980.38987731,1891689.74717385,41.858422443,-87.673566696,"(41.85842244260442, -87.67356669626109)"
06/03/2020 08:45:00 AM,GMC,Black,S619118,Illinois,209,N,ADA,ST,1235,W,FULTON,,Other,20-00040838,1167389.01611837,1901602.64071093,41.885551662,-87.660769798,"(41.88555166210244, -87.66076979816037)"
06/19/2020 12:50:00 PM,Lincoln,Gray,BT63919,Illinois,5324,S,LAKE SHORE SB,DR,1954,E,SCIENCE DRIVE,,Accident,20-00044086,,,,,
06/03/2020 08:40:00 AM,Kia Motors Corp,Black,AM36162,Illinois,5936,S,KOLMAR,,5936,S,KOLMAR,,CDOT Curb and Gutter,20-00040842,1147050.43946758,1864858.69507327,41.785134344,-87.736395139,"(41.78513434448005, -87.73639513935198)"
06/03/2020 08:45:00 AM,Toyota,Gray,Q619002,Illinois,4435,W,FULLERTON,AVE,2334,N,KOSTNER,,Water Management,20-00040834,1146295.31001563,1915586.24151173,41.924351669,-87.73787401,"(41.92435166946584, -87.73787400999046)"
07/12/2020 12:42:00 AM,Hyundai,Red,ADX0229,Arizona,3922,S,LAKE SHORE SB,DR,200,E,WACKER,,Accident,20-00048615,,,,,
07/12/2020 12:10:00 AM,Jeep,Red,AV77308,Illinois,3900,S,LAKE SHORE SB,DR,930,E,OAKWOOD,,Accident,20-00048616,,,,,
06/23/2020 01:37:00 AM,Honda,Silver,BB86459,,4636,N,SPAULDING,AVE,3246,W,WILSON,,Other,20-00044967,1153544.39969369,1930689.52040041,41.965654939,-87.710834614,"(41.9656549390493, -87.71083461427196)"
06/04/2020 08:26:00 AM,Toyota,Black,R377248,Illinois,6422,S,MOZART,ST,2834,W,65TH ST,,Water Management,20-00041051,1158483.92909766,1861929.5139721,41.776870782,-87.694554326,"(41.7768707821884, -87.69455432649656)"
06/04/2020 08:15:00 AM,Toyota,White,3401TX,Illinois,4116,W,MONTROSE,AVE,4116,W,MONTROSE,,Other,20-00041050,1148283.57447778,1928926.50198193,41.96092034,-87.730223343,"(41.9609203398382, -87.73022334327813)"
06/08/2020 06:55:00 AM,Toyota,Gray,AY55457,Illinois,2954,N,LAVERGNE,,2946,N,LAVERGNE,,Forestry,20-00041585,1142527.96890757,1919266.75513279,41.934522322,-87.75162521,"(41.9345223223358, -87.75162520969434)"
07/17/2020 01:55:00 PM,Ford,White,DMS5872,Michigan,103,S,LAKE SHORE SB,DR,400,E,MONROE,,Broken Down,20-00050481,,,,,
06/04/2020 10:30:00 PM,Nissan,White,AR45650,Illinois,1303,S,LAKE SHORE NB,DR,1800,S,LAKE SHORE DRIVE LOT,,Accident,20-00041249,,,,,
06/15/2020 08:59:00 AM,Chevrolet,Black,AV85418,Illinois,1515,S,MORGAN,ST,1426,S,MORGAN,,Other,20-00043118,1170156.36252537,1892785.56819376,41.861296998,-87.650865065,"(41.86129699770415, -87.65086506518227)"
06/01/2020 08:09:00 AM,Toyota,Blue,A424992,Illinois,2155,N,KILDARE,,2240,N,KILDARE,,Forestry,20-00040254,1147364.37003143,1914063.79001695,41.920153479,-87.733984897,"(41.92015347914229, -87.73398489749574)"
06/01/2020 08:46:00 AM,Dodge,Gray,R479763,Illinois,1410,N,LAWNDALE,AVE,1409,N,MONTICELLO,,CDOT Street Resurfacing,20-00040269,1151439.5704012,1909127.74227172,41.906529379,-87.719141651,"(41.90652937907119, -87.71914165065694)"
06/01/2020 08:57:00 AM,Kia Motors Corp,Black,BF19948,Illinois,1412,N,LAWNDALE,,1413,N,MONTICELLO,,CDOT Street Resurfacing,20-00040275,1151437.9704012,1909141.04227172,41.906565907,-87.719147178,"(41.90656590697357, -87.7191471783142)"
06/01/2020 08:45:00 AM,Chevrolet,White,AZ77735,Illinois,37,W,WACKER,DR,350,E,WACKER DRIVE LOWER LEVEL,,Accident,20-00040272,1175914.44767262,1902132.50221177,41.886818011,-87.629447095,"(41.88681801142056, -87.6294470954501)"
06/01/2020 08:58:00 AM,Toyota,Black,V287587,Illinois,4931,W,GRACE,ST,4806,W,GRACE,,CDOT Street Resurfacing,20-00040273,1142795.51331443,1924810.18968126,41.949729041,-87.750503455,"(41.94972904138429, -87.75050345543478)"
06/01/2020 08:47:00 AM,Nissan,Black,047WYL,Minnesota,7047,S,BENNETT,AVE,7322,S,BENNETT,,CDOT Street Resurfacing,20-00040257,1190098.61000635,1858429.71999757,41.7665642,-87.578769627,"(41.76656419958946, -87.57876962675756)"
06/11/2020 11:42:00 AM,Honda,Blue,A176075,Illinois,2500,S,LAKESHORE NORTHBOUND,DR,1800,S,MOE DR.,,Broken Down,20-00042564,,,,,
06/10/2020 07:23:00 AM,Chevrolet,Red,AT90179,Illinois,5625,S,KENNETH,AVE,5743,S,KENNETH,,Other,20-00042211,1147656.55342945,1866938.11736655,41.790829042,-87.73411969,"(41.79082904235869, -87.7341196904502)"
07/01/2020 07:05:00 AM,Honda,Green,AQ91190,Illinois,3014,W,19TH,ST,3045,W,19TH ST.,,Forestry,20-00046386,1156510.95978073,1890561.04387298,41.855479388,-87.701014857,"(41.8554793882207, -87.70101485732805)"
06/10/2020 07:02:00 AM,Subaru,Black,961519,Illinois,2400,N,LAKESHORE,DR,2502,N,CANNON DR,,Accident,20-00042212,1174659.21160331,1916310.493328,41.925751266,-87.633631913,"(41.92575126573205, -87.63363191292258)"
06/11/2020 11:50:00 AM,Chevrolet,Silver,AS44363,Illinois,609,W,OAKDALE,AVE,141,W,DIVERSEY,,CDOT Street Resurfacing,20-00042560,1171670.40033385,1919869.42999588,41.93558354,-87.644509136,"(41.93558353996758, -87.64450913620405)"
06/15/2020 09:02:00 AM,Honda,Gray,BU90727,Illinois,1542,W,HADDON,AVE,Haddon,W,HADDON,,CDOT Electricity,20-00043119,1165809.92319773,1907817.4038002,41.902639239,-87.666391112,"(41.9026392394101, -87.66639111186441)"
06/08/2020 07:38:00 AM,Chevrolet,Gray,X231778,Illinois,3845,N,SAYRE,,3849,N,SAYRE,,Forestry,20-00041590,1129054.01416637,1924764.44298528,41.949848818,-87.801017481,"(41.94984881766091, -87.80101748113795)"
06/02/2020 06:00:00 AM,Chrysler,Blue,347WVF,Wisconsin,326,W,PERSHING,RD,3905,S,PRINCETON,,Accident,20-00040475,1174792.44000348,1879088.89849682,41.823609865,-87.634256322,"(41.82360986465099, -87.6342563216707)"
06/08/2020 07:43:00 AM,Subaru,Gray,DYZ5462,Michigan,1717,S,WOLCOTT,AVE,1845,W,16TH ST,,Other,20-00041591,1163980.18987731,1891699.84717385,41.858450162,-87.673567146,"(41.858450162170165, -87.6735671455056)"
06/02/2020 06:49:00 AM,Nissan,Gray,L302789,Illinois,3621,N,LINDER,,3640,N,LINDER,,Forestry,20-00040478,1139047.87969811,1923533.7295166,41.946295416,-87.764310635,"(41.94629541585191, -87.7643106348328)"
06/02/2020 06:55:00 AM,Mazda,Gray,V864077,Illinois,3633,N,LINDER,,3644,N,LINDER,,Forestry,20-00040480,1139045.27969811,1923614.3295166,41.946516638,-87.764318225,"(41.9465166375494, -87.76431822496635)"
06/08/2020 07:30:00 AM,Honda,Gray,V817228,Illinois,2539,N,TALMAN,AVE,2453,N,TALMAN,,Forestry,20-00041588,1158264.71858416,1916949.63808805,41.927856425,-87.693855851,"(41.927856424672605, -87.69385585104335)"
06/08/2020 07:36:00 AM,Hyundai,Black,AG23645,Illinois,1719,S,WOLCOTT,AVE,1845,W,16TH ST,,Other,20-00041589,1163980.38987731,1891693.14717385,41.858431773,-87.6735666,"(41.85843177252372, -87.67356660036009)"
06/23/2020 05:17:00 PM,Chevrolet,Silver,265V030,Illinois,1045,E,LSD WACKER DR,XR,300,E,RANDOLPH,,Stalled,20-00044995,,,,,
06/15/2020 08:45:00 AM,Ford,White,HOTFUN,Illinois,1815,W,BERWYN,AVE,1817,W,BERWYN,,Other,20-00043121,1163133.11998547,1935226.53008092,41.9779081,-87.675450791,"(41.97790809995143, -87.67545079096017)"
06/08/2020 07:52:00 AM,Jeep,Black,E337440,Illinois,1722,S,WOLCOTT,AVE,1843,W,16TH ST,,Other,20-00041592,1163980.58987731,1891683.04717385,41.858404053,-87.673566151,"(41.858404052957894, -87.67356615111584)"
06/23/2020 06:57:00 AM,Toyota,Gray,ZX88938,Illinois,1711,N,LAKE SHORE NB,DR,324,E,LOWER WACKER DRIVE,,Accident,20-00045002,,,,,
06/08/2020 07:55:00 AM,Mitsubishi,White,S751458,Illinois,3039,W,LYNDALE,ST,3037,W,LYNDALE,,Forestry,20-00041622,1155737.52209441,1914933.52692496,41.922375403,-87.703196808,"(41.92237540299802, -87.70319680775651)"
06/08/2020 07:30:00 AM,Chevrolet,White,AM13889,Illinois,2700,S,LAKESHORE NORTHBOUND,DR,1800,S,MOE DR.,,Broken Down,20-00041623,,,,,
07/06/2020 07:34:00 AM,Pontiac,White,BR81626,Illinois,7025,W,WAVELAND,,7029,W,WAVELAND,,Forestry,20-00047060,1128798.82760488,1923790.17880272,41.94717967,-87.801977739,"(41.94717967027994, -87.80197773904449)"
07/06/2020 07:30:00 AM,Hyundai,White,CC88863,Illinois,718,N,TRUMBULL,AVE,3408,W,HURON,,Forestry,20-00047062,1153250.16289825,1904573.85092542,41.893997302,-87.712611625,"(41.89399730239571, -87.712611624616)"
06/04/2020 08:29:00 AM,Kia Motors Corp,Brown,AL38366,Illinois,5521,W,QUINCY,ST,5523,W,QUINCY,,Water Management,20-00041055,1139743.12271478,1898457.39548097,41.877470405,-87.762368696,"(41.87747040503688, -87.762368695991)"
07/12/2020 02:36:00 AM,Nissan,Black,CF30979,Illinois,5502,S,LAKE SHORE SB,DR,2022,E,HAYES,,Accident,20-00048618,,,,,
06/26/2020 11:13:00 AM,Honda,White,BP90474,Illinois,6950,S,CREGIER,AVE,6926,S,CREGIER,,Forestry,20-00045590,1189392.73329443,1859584.98873025,41.769751316,-87.581319867,"(41.76975131603031, -87.5813198673201)"
06/15/2020 09:12:00 AM,Chrysler,Black,BY86301,Illinois,5807,S,SACRAMENTO,AVE,5633,S,SACRAMENTO DAMAGE FRONT AND REAR SCRATCHES ALL OVER THE VEHICLE,,Water Management,20-00043147,1157372.32631339,1865982.78203281,41.788016119,-87.698519758,"(41.788016119034396, -87.69851975796598)"
06/08/2020 08:01:00 AM,Chevrolet,Blue,BK50934,Illinois,1718,S,WOLCOTT,AVE,1718,S,WOLCOTT,,Other,20-00041595,1163980.28987731,1891696.54717385,41.858441105,-87.673566872,"(41.85844110455165, -87.67356687152251)"
07/12/2020 02:10:00 AM,Chevrolet,White,CC5V000,Illinois,5500,S,LAKE SHORE SB,DR,2022,E,HAYES,,Accident,20-00048617,,,,,
07/15/2020 11:24:00 AM,Lexus,Gray,AP62944,Illinois,2368,E,68TH,ST,2220,E,68TH ST.,,Water Management,20-00049680,1193159.14949506,1860337.54411666,41.771725185,-87.567489531,"(41.77172518455594, -87.56748953093432)"
06/09/2020 08:00:00 AM,Hyundai,Tan,E438156,Illinois,1922,W,WAVELAND,AVE,2019,W,ADDISON,,CDOT Street Resurfacing,20-00041952,1162869.91002092,1924585.02027758,41.948712858,-87.676718634,"(41.94871285827497, -87.67671863391884)"
06/11/2020 12:00:00 PM,Toyota,Silver,7KZX629,California,3137,N,OLCOTT,AVE,3121,N,OLCOTT,,Forestry,20-00042565,1125541.01531112,1920007.47771824,41.936854269,-87.814037077,"(41.93685426852082, -87.81403707653766)"
06/09/2020 08:00:00 AM,Mazda,Red,BT27522,Illinois,1716,N,RIDGEWAY,AVE,1703,N,LAWNDALE,,Forestry,20-00041951,1151115.23997152,1911116.29097198,41.911992511,-87.720280844,"(41.91199251081624, -87.72028084403003)"
06/04/2020 11:00:00 PM,Cadillac,White,AV95832,Illinois,8709,S,PEORIA,ST,8730,S,VINCENNES,,Accident,20-00041251,1171831.21001821,1847103.10106843,41.735902736,-87.646057816,"(41.73590273570594, -87.64605781610433)"
06/04/2020 11:24:00 PM,Honda,Silver,BZ22560,Illinois,200,W,ROOSEVELT,,204,W,ROOSEVELT,,Stalled,20-00041252,1177853.4053,1902654.0997,41.888205437,-87.622310944,"(41.88820543712572, -87.62231094359255)"
06/01/2020 08:16:00 AM,Toyota,Gray,AT82177,Illinois,7047,S,BENNETT,AVE,1836,E,73RD ST,,CDOT Street Resurfacing,20-00040256,1190098.61000635,1858429.71999757,41.7665642,-87.578769627,"(41.76656419958946, -87.57876962675756)"
06/25/2020 08:22:00 AM,Acura,White,BW43763,Illinois,2309,N,MONITOR,,2309,N,MONITOR,,Water Management,20-00045302,,,,,
06/25/2020 08:10:00 AM,Honda,Blue,BA55338,Illinois,3322,W,SUNNYSIDE,AVE,3600,W,WILSON,,Water Management,20-00045305,1153338.25809262,1929711.17229084,41.962974397,-87.711618659,"(41.96297439689992, -87.71161865891206)"
06/25/2020 08:15:00 AM,Nissan,White,CC20991,Illinois,1375,E,49TH,ST,4936,S,DORCHESTER,,Other,20-00045237,1186199.09642106,1872784.36409243,41.806047492,-87.592609335,"(41.80604749207358, -87.592609334842)"
06/25/2020 08:22:00 AM,Mazda,Red,722RNC,Kentucky,5,S,STATE,ST,1322,E,50TH STREET,,Other,20-00045242,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
06/25/2020 08:30:00 AM,Toyota,Gray,E932742,Illinois,4417,W,61ST,ST,4400,W,61ST,,Other,20-00045315,1147900.92749243,1863788.67172277,41.782181783,-87.733304208,"(41.78218178251155, -87.7333042081395)"
06/02/2020 07:18:00 AM,Infiniti,White,Q508972,Illinois,3530,S,CALIFORNIA,AVE,3555,S,ROCKWELL,,CDOT Street Resurfacing,20-00040482,1158277.67449271,1881001.32889635,41.829210564,-87.694791038,"(41.829210564246814, -87.69479103793562)"
06/03/2020 08:50:00 AM,Suzuki,Silver,Z297238,Illinois,5141,S,ARTESIAN,AVE,5209,S,ARTESIAN,,Peoples Gas,20-00040841,1160905.06231478,1870514.20438829,41.800378629,-87.685441317,"(41.80037862870519, -87.6854413165137)"
06/04/2020 08:35:00 AM,Nissan,Beige,263794,Illinois,4403,N,KEELER,AVE,4407,N,KEELER,,Other,20-00041062,1147603.58851994,1928939.08207126,41.960967966,-87.732723023,"(41.960967966452515, -87.73272302259753)"
06/03/2020 09:05:00 AM,Nissan,Gray,BE48069,Illinois,4435,W,FULLERTON,AVE,4434,W,BELDEN,,Water Management,20-00040843,1146295.31001563,1915586.24151173,41.924351669,-87.73787401,"(41.92435166946584, -87.73787400999046)"
06/04/2020 08:34:00 AM,Mitsubishi,Gray,MDL8993,Texas,5539,W,QUINCY,ST,5521,W,QUINCY,,Water Management,20-00041059,1139592.82271478,1898453.69548097,41.877462994,-87.762920656,"(41.877462994160794, -87.7629206555663)"
06/04/2020 08:34:00 AM,Toyota,Gray,AQ62060,Illinois,6505,N,GREENVIEW,,6502,N,GREENVIEW,,Forestry,20-00041056,1165093.05651162,1943303.38773036,42.000029695,-87.668012406,"(42.00002969476254, -87.66801240578638)"
06/15/2020 09:06:00 AM,Pontiac,Black,ONYXDVA,Illinois,1521,S,MORGAN,ST,1520,S,MORGAN,,Other,20-00043120,1170157.56252537,1892724.86819376,41.861130406,-87.650862431,"(41.86113040588376, -87.6508624314509)"
07/20/2020 07:25:00 AM,Toyota,Silver,BN56186,Illinois,710,S,CLAREMONT,AVE,622,S,OAKLEY,,Forestry,20-00050734,1160829.90987426,1896930.46203263,41.872869321,-87.684985691,"(41.87286932120527, -87.68498569087133)"
06/03/2020 09:30:00 AM,Nissan,Brown,CB755669,Illinois,2647,W,PERSHING,RD,2723,W,PERCHING RD,,Peoples Gas,20-00040846,1159332.14253039,1878692.95980501,41.822854552,-87.69098554,"(41.82285455225448, -87.69098554044264)"
06/03/2020 09:42:00 AM,Chevrolet,Black,TK508LEK,Indiana,1705,W,WINONA,,1734,W,WINONA,,Forestry,20-00040849,1164026.80991956,1934251.23408835,41.975212971,-87.67219194,"(41.97521297093312, -87.67219193961866)"
06/26/2020 10:20:00 AM,Kia Motors Corp,Blue,915430,Illinois,6850,S,CREGIER,AVE,6840,S,CREGIER,,Forestry,20-00045589,1189373.54549999,1860248.59688555,41.771572771,-87.581368933,"(41.77157277123198, -87.58136893266881)"
06/11/2020 11:59:00 AM,Chevrolet,Black,BC25227,Illinois,665,W,OAKDALE,AVE,141,W,DIVERSEY,,CDOT Street Resurfacing,20-00042561,1171231.4114318,1919855.12089961,41.935553943,-87.646122857,"(41.93555394262286, -87.6461228567497)"
06/26/2020 09:39:00 AM,Buick,Tan,AW29449,Illinois,6819,S,RIDGELAND,AVE,6926,S,CREGIER,,Forestry,20-00045588,1189041.55747107,1860102.73481269,41.771180473,-87.582590537,"(41.771180472562904, -87.58259053726968)"
06/15/2020 09:00:00 AM,Jeep,Silver,E339789,Illinois,72,E,16TH,ST,350,E,WACKER DRIVE LOWER LEVEL,,Other,20-00043123,1177024.78229165,1892444.58441147,41.860208727,-87.625663014,"(41.86020872722737, -87.62566301393777)"
07/13/2020 10:48:00 AM,Honda,Burgundy,P140296,Illinois,2618,W,59TH,ST,2644,W,59TH ST.,,CDOT Street Resurfacing,20-00048919,1159856.58498,1865439.82627038,41.786475479,-87.689425815,"(41.78647547877358, -87.68942581465889)"
07/09/2020 02:50:00 AM,Volkswagen,White,BW95858,Illinois,347,N,MICHIGAN,AVE,323,E,LOWER WACKER,,Accident,20-00048043,1177248.68601566,1902527.81040775,41.887872621,-87.624535485,"(41.88787262113702, -87.62453548507436)"
06/20/2020 05:36:00 PM,Ford,White,MP 7328,Illinois,915,N,MICHIGAN,AVE,1160,N,LARRABEE,,Stalled,20-00044339,1177319.18838412,1906821.13771097,41.899652122,-87.624146262,"(41.8996521219117, -87.62414626228052)"
06/10/2020 07:37:00 AM,Ford,Black,G112158,Illinois,5616,S,KENNETH,AVE,5520,S,KENNETH,,Other,20-00042217,1147654.85342945,1866998.41736655,41.790994548,-87.734124383,"(41.790994547613096, -87.73412438296995)"
07/06/2020 08:00:00 AM,Ford,Black,CC38017,Illinois,6120,W,BERENICE,,6132,W,BERENICE,,Forestry,20-00047069,1134875.82781153,1924956.70838579,41.950275198,-87.77961222,"(41.95027519751613, -87.77961221966964)"
07/06/2020 07:46:00 AM,Ford,Red,Q265805,Illinois,6131,W,BERENICE,AVE,6130,W,BERENICE,,Forestry,20-00047068,1134802.02781153,1924955.20838579,41.950272389,-87.779883542,"(41.95027238941071, -87.7798835419254)"
06/23/2020 07:32:00 PM,Hyundai,Blue,L209308,Indiana,4146,W,POTOMAC,AVE,1150,N,KOSTNER,,Water Management,20-00045005,1148500.77790159,1908337.90698647,41.904419225,-87.729957495,"(41.90441922534836, -87.72995749544386)"
07/01/2020 07:37:00 AM,Lincoln,Green,N572174,Illinois,1412,S,LAKE SHORE NB,DR,350,E,MCFRETDIGE DR,,Broken Down,20-00046392,,,,,
07/01/2020 07:45:00 AM,Toyota,Gray,7657629,Illinois,816,W,VAN BUREN,ST,300,E,WACKER,,Other,20-00046390,1170934.17002688,1898391.28602812,41.876662503,-87.647845585,"(41.87666250268399, -87.64784558457121)"
06/17/2020 10:01:00 AM,Buick,Black,D25,Illinois,2372,E,70TH,ST,2226,E,70TH ST,,Other,20-00043704,1193228.71002886,1859005.74999131,41.768068944,-87.567278032,"(41.76806894441309, -87.56727803193256)"
06/20/2020 07:25:00 PM,Cadillac,Gray,Q468159,Illinois,5632,S,SB LAKESHORE,DR,5703,S,EVERETT,,Stalled,20-00044347,,,,,
06/11/2020 12:30:00 PM,Honda,Gray,V228916,Illinois,4970,N,KILPATRICK,AVE,5011,W,KENNISON,,CDOT Street Resurfacing,20-00042568,1145109.38191621,1932812.6021995,41.971644814,-87.741794799,"(41.97164481442368, -87.74179479902179)"
07/09/2020 03:27:00 AM,Chevrolet,Black,761374,Illinois,3019,N,LAKE SHORE NB,DR,3156,N,SHARDIN,,Broken Down,20-00048044,,,,,
06/13/2020 11:23:00 AM,Toyota,Gray,AU69048,Illinois,27,,A IDA WELL,,300,E,WACKER DR,,Accident,20-00042902,1176523.81956692,1902487.71317908,41.887778991,-87.627198612,"(41.88777899135314, -87.62719861152456)"
06/13/2020 11:14:00 AM,Mitsubishi,Red,BR86445,Illinois,1159,W,20TH,PL,1159,W,21ST ST,,Other,20-00042893,1168990.90558061,1890237.88992061,41.854331297,-87.655217066,"(41.854331297352864, -87.65521706643521)"
06/08/2020 08:10:00 AM,Chevrolet,Black,BC49066,Illinois,126,E,DELAWARE,PL,323,E,LOWER WACKER,,Other,20-00041625,1177074.9233726,1906653.32522905,41.899197174,-87.625048526,"(41.899197174029254, -87.62504852577815)"
06/13/2020 11:16:00 AM,Honda,Blue,N223870,Illinois,1722,S,LAFLIN,ST,1810,S,LAFLIN,,Other,20-00042899,1166646.34681403,1891753.19380115,41.858539914,-87.663779143,"(41.858539913525206, -87.66377914268028)"
06/08/2020 08:15:00 AM,Honda,Blue,BN56668,Illinois,5732,N,MAPLEWOOD,AVE,5652,N,ROCKWELL,,CDOT Curb and Gutter,20-00041627,1158296.22546927,1937977.93757635,41.985558645,-87.693162837,"(41.98555864499356, -87.69316283744529)"
06/17/2020 10:10:00 AM,Chevrolet,Silver,BP80687,Illinois,5116,S,MAYFIELD,AVE,5152,S,MAYFIELD,,Water Management,20-00043713,1137896.52991164,1870082.35286928,41.799638468,-87.769832509,"(41.799638467821566, -87.76983250888956)"
06/17/2020 10:05:00 AM,Dodge,Red,AD71341,Illinois,3910,N,SPAULDING,,3916,N,SPAULDING,,Other,20-00043711,,,,,
06/02/2020 01:25:00 AM,Honda,White,MP12441,Illinois,5,S,STATE,ST,Lot,E,B1,,Police,20-00040481,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
06/08/2020 08:37:00 AM,Dodge,White,AT84972,Illinois,4055,W,WILSON,AVE,4055,W,WILSON,,CDOT Street Resurfacing,20-00041643,1148460.84762733,1930079.7302147,41.964081457,-87.729541713,"(41.964081457360315, -87.7295417130472)"
06/17/2020 10:12:00 AM,Toyota,Blue,BX48643,Illinois,2360,E,70TH,ST,2360,E,70TH ST,,Other,20-00043714,1193134.88272448,1859003.85030758,41.768066024,-87.567622008,"(41.768066024210306, -87.56762200797877)"
06/17/2020 10:04:00 AM,Chevrolet,Blue,249V258,Illinois,747,N,AUSTIN,BLVD,5706,W,HURON,,CDOT Street Resurfacing,20-00043710,1136235.73163203,1904439.32611769,41.893948922,-87.775104222,"(41.89394892175978, -87.77510422202452)"
06/03/2020 09:30:00 AM,Ford,Gray,S183375,Illinois,3323,W,WARNER,AVE,4100,N,SPAULDING,,Other,20-00040847,1153491.32911513,1927398.97140141,41.956626517,-87.711117598,"(41.95662651725633, -87.71111759807565)"
